-179.5,89.5,-3353.7
-178.5,89.5,-3347
-177.5,89.5,-3340.4
-176.5,89.5,-3333.8
-175.5,89.5,-3327.3
-174.5,89.5,-3320.9
-173.5,89.5,-3314.6
-172.5,89.5,-3308.3
-171.5,89.5,-3302.1
-170.5,89.5,-3296
-169.5,89.5,-3290
-168.5,89.5,-3284
-167.5,89.5,-3278
-166.5,89.5,-3272.1
-165.5,89.5,-3266.3
-164.5,89.5,-3260.6
-163.5,89.5,-3254.9
-162.5,89.5,-3249.2
-161.5,89.5,-3243.6
-160.5,89.5,-3238.1
-159.5,89.5,-3232.6
-158.5,89.5,-3227.2
-157.5,89.5,-3221.8
-156.5,89.5,-3216.5
-155.5,89.5,-3211.2
-154.5,89.5,-3206
-153.5,89.5,-3200.9
-152.5,89.5,-3195.8
-151.5,89.5,-3190.7
-150.5,89.5,-3185.8
-149.5,89.5,-3180.8
-148.5,89.5,-3176
-147.5,89.5,-3171.2
-146.5,89.5,-3166.4
-145.5,89.5,-3161.8
-144.5,89.5,-3157.1
-143.5,89.5,-3152.6
-142.5,89.5,-3148.1
-141.5,89.5,-3143.7
-140.5,89.5,-3139.4
-139.5,89.5,-3135.2
-138.5,89.5,-3131
-137.5,89.5,-3126.9
-136.5,89.5,-3123
-135.5,89.5,-3119.1
-134.5,89.5,-3115.3
-133.5,89.5,-3111.6
-132.5,89.5,-3108
-131.5,89.5,-3104.6
-130.5,89.5,-3101.2
-129.5,89.5,-3098
-128.5,89.5,-3094.9
-127.5,89.5,-3091.9
-126.5,89.5,-3089.1
-125.5,89.5,-3086.5
-124.5,89.5,-3083.9
-123.5,89.5,-3081.6
-122.5,89.5,-3079.4
-121.5,89.5,-3077.4
-120.5,89.5,-3075.5
-119.5,89.5,-3073.9
-118.5,89.5,-3072.4
-117.5,89.5,-3071.1
-116.5,89.5,-3070.1
-115.5,89.5,-3069.2
-114.5,89.5,-3068.6
-113.5,89.5,-3068.2
-112.5,89.5,-3068.1
-111.5,89.5,-3068.2
-110.5,89.5,-3068.6
-109.5,89.5,-3069.2
-108.5,89.5,-3070.1
-107.5,89.5,-3071.2
-106.5,89.5,-3072.7
-105.5,89.5,-3074.4
-104.5,89.5,-3076.4
-103.5,89.5,-3078.8
-102.5,89.5,-3081.4
-101.5,89.5,-3084.4
-100.5,89.5,-3087.7
-99.5,89.5,-3091.3
-98.5,89.5,-3095.2
-97.5,89.5,-3099.5
-96.5,89.5,-3104.1
-95.5,89.5,-3109.1
-94.5,89.5,-3114.4
-93.5,89.5,-3120.1
-92.5,89.5,-3126.1
-91.5,89.5,-3132.5
-90.5,89.5,-3139.3
-89.5,89.5,-3146.4
-88.5,89.5,-3153.9
-87.5,89.5,-3161.8
-86.5,89.5,-3170
-85.5,89.5,-3178.6
-84.5,89.5,-3187.6
-83.5,89.5,-3196.9
-82.5,89.5,-3206.6
-81.5,89.5,-3216.7
-80.5,89.5,-3227.1
-79.5,89.5,-3237.8
-78.5,89.5,-3248.9
-77.5,89.5,-3260.4
-76.5,89.5,-3272.2
-75.5,89.5,-3284.3
-74.5,89.5,-3296.7
-73.5,89.5,-3309.5
-72.5,89.5,-3322.6
-71.5,89.5,-3335.9
-70.5,89.5,-3349.6
-69.5,89.5,-3363.5
-68.5,89.5,-3377.8
-67.5,89.5,-3392.2
-66.5,89.5,-3407
-65.5,89.5,-3421.9
-64.5,89.5,-3437.1
-63.5,89.5,-3452.5
-62.5,89.5,-3468.1
-61.5,89.5,-3483.9
-60.5,89.5,-3499.9
-59.5,89.5,-3516
-58.5,89.5,-3532.2
-57.5,89.5,-3548.6
-56.5,89.5,-3565.2
-55.5,89.5,-3581.8
-54.5,89.5,-3598.5
-53.5,89.5,-3615.3
-52.5,89.5,-3632.1
-51.5,89.5,-3649
-50.5,89.5,-3665.9
-49.5,89.5,-3682.8
-48.5,89.5,-3699.7
-47.5,89.5,-3716.6
-46.5,89.5,-3733.5
-45.5,89.5,-3750.3
-44.5,89.5,-3767
-43.5,89.5,-3783.7
-42.5,89.5,-3800.3
-41.5,89.5,-3816.8
-40.5,89.5,-3833.1
-39.5,89.5,-3849.3
-38.5,89.5,-3865.4
-37.5,89.5,-3881.3
-36.5,89.5,-3897.1
-35.5,89.5,-3912.6
-34.5,89.5,-3928
-33.5,89.5,-3943.1
-32.5,89.5,-3958.1
-31.5,89.5,-3972.8
-30.5,89.5,-3987.3
-29.5,89.5,-4001.5
-28.5,89.5,-4015.5
-27.5,89.5,-4029.2
-26.5,89.5,-4042.7
-25.5,89.5,-4055.8
-24.5,89.5,-4068.7
-23.5,89.5,-4081.3
-22.5,89.5,-4093.7
-21.5,89.5,-4105.7
-20.5,89.5,-4117.4
-19.5,89.5,-4128.8
-18.5,89.5,-4139.9
-17.5,89.5,-4150.7
-16.5,89.5,-4161.2
-15.5,89.5,-4171.4
-14.5,89.5,-4181.3
-13.5,89.5,-4190.8
-12.5,89.5,-4200.1
-11.5,89.5,-4209
-10.5,89.5,-4217.7
-9.5,89.5,-4226
-8.5,89.5,-4234
-7.5,89.5,-4241.7
-6.5,89.5,-4249.2
-5.5,89.5,-4256.3
-4.5,89.5,-4263.1
-3.5,89.5,-4269.7
-2.5,89.5,-4276
-1.5,89.5,-4282
-0.5,89.5,-4287.7
0.5,89.5,-4293.2
1.5,89.5,-4298.4
2.5,89.5,-4303.4
3.5,89.5,-4308.1
4.5,89.5,-4312.6
5.5,89.5,-4316.8
6.5,89.5,-4320.8
7.5,89.5,-4324.6
8.5,89.5,-4328.2
9.5,89.5,-4331.6
10.5,89.5,-4334.8
11.5,89.5,-4337.8
12.5,89.5,-4340.6
13.5,89.5,-4343.3
14.5,89.5,-4345.8
15.5,89.5,-4348.1
16.5,89.5,-4350.2
17.5,89.5,-4352.3
18.5,89.5,-4354.1
19.5,89.5,-4355.9
20.5,89.5,-4357.5
21.5,89.5,-4359
22.5,89.5,-4360.3
23.5,89.5,-4361.6
24.5,89.5,-4362.8
25.5,89.5,-4363.8
26.5,89.5,-4364.8
27.5,89.5,-4365.7
28.5,89.5,-4366.5
29.5,89.5,-4367.2
30.5,89.5,-4367.8
31.5,89.5,-4368.4
32.5,89.5,-4368.8
33.5,89.5,-4369.3
34.5,89.5,-4369.6
35.5,89.5,-4369.9
36.5,89.5,-4370.1
37.5,89.5,-4370.3
38.5,89.5,-4370.4
39.5,89.5,-4370.4
40.5,89.5,-4370.4
41.5,89.5,-4370.4
42.5,89.5,-4370.2
43.5,89.5,-4370
44.5,89.5,-4369.8
45.5,89.5,-4369.5
46.5,89.5,-4369.1
47.5,89.5,-4368.7
48.5,89.5,-4368.2
49.5,89.5,-4367.6
50.5,89.5,-4367
51.5,89.5,-4366.2
52.5,89.5,-4365.4
53.5,89.5,-4364.6
54.5,89.5,-4363.6
55.5,89.5,-4362.5
56.5,89.5,-4361.4
57.5,89.5,-4360.1
58.5,89.5,-4358.7
59.5,89.5,-4357.3
60.5,89.5,-4355.7
61.5,89.5,-4354
62.5,89.5,-4352.2
63.5,89.5,-4350.2
64.5,89.5,-4348.1
65.5,89.5,-4345.9
66.5,89.5,-4343.5
67.5,89.5,-4341
68.5,89.5,-4338.3
69.5,89.5,-4335.5
70.5,89.5,-4332.5
71.5,89.5,-4329.3
72.5,89.5,-4326
73.5,89.5,-4322.5
74.5,89.5,-4318.8
75.5,89.5,-4314.9
76.5,89.5,-4310.8
77.5,89.5,-4306.5
78.5,89.5,-4302.1
79.5,89.5,-4297.4
80.5,89.5,-4292.5
81.5,89.5,-4287.4
82.5,89.5,-4282.1
83.5,89.5,-4276.6
84.5,89.5,-4270.9
85.5,89.5,-4264.9
86.5,89.5,-4258.8
87.5,89.5,-4252.4
88.5,89.5,-4245.8
89.5,89.5,-4239
90.5,89.5,-4232
91.5,89.5,-4224.7
92.5,89.5,-4217.3
93.5,89.5,-4209.6
94.5,89.5,-4201.7
95.5,89.5,-4193.6
96.5,89.5,-4185.3
97.5,89.5,-4176.8
98.5,89.5,-4168.1
99.5,89.5,-4159.3
100.5,89.5,-4150.2
101.5,89.5,-4140.9
102.5,89.5,-4131.4
103.5,89.5,-4121.8
104.5,89.5,-4112
105.5,89.5,-4102.1
106.5,89.5,-4091.9
107.5,89.5,-4081.7
108.5,89.5,-4071.2
109.5,89.5,-4060.7
110.5,89.5,-4050
111.5,89.5,-4039.2
112.5,89.5,-4028.2
113.5,89.5,-4017.2
114.5,89.5,-4006.1
115.5,89.5,-3994.8
116.5,89.5,-3983.5
117.5,89.5,-3972.1
118.5,89.5,-3960.6
119.5,89.5,-3949.1
120.5,89.5,-3937.5
121.5,89.5,-3925.9
122.5,89.5,-3914.3
123.5,89.5,-3902.6
124.5,89.5,-3890.9
125.5,89.5,-3879.1
126.5,89.5,-3867.4
127.5,89.5,-3855.7
128.5,89.5,-3844
129.5,89.5,-3832.3
130.5,89.5,-3820.6
131.5,89.5,-3809
132.5,89.5,-3797.4
133.5,89.5,-3785.8
134.5,89.5,-3774.3
135.5,89.5,-3762.9
136.5,89.5,-3751.5
137.5,89.5,-3740.2
138.5,89.5,-3729
139.5,89.5,-3717.8
140.5,89.5,-3706.8
141.5,89.5,-3695.8
142.5,89.5,-3684.9
143.5,89.5,-3674.1
144.5,89.5,-3663.4
145.5,89.5,-3652.8
146.5,89.5,-3642.4
147.5,89.5,-3632
148.5,89.5,-3621.7
149.5,89.5,-3611.6
150.5,89.5,-3601.5
