0,0,-2382.1,0
1,0,649.94,0
1,1,598.69,407.16
2,0,569.26,0
2,1,328.39,317.04
2,2,-417.8,-89.515
3,0,-161.01,0
3,1,-155.18,121.24
3,2,-454.15,451.01
3,3,124.61,576.01
4,0,351.08,0
4,1,-220.73,-265.69
4,2,-384.83,69.242
4,3,371.78,-114.66
4,4,-75.372,461.98
5,0,-547.1,0
5,1,-38.109,-69.32
5,2,-16.577,-160.08
5,3,123.82,39.366
5,4,523.8,-48.875
5,5,-62.037,219.32
6,0,246.75,0
6,1,8.4168,-172.71
6,2,32.822,-134.72
6,3,48.221,189.62
6,4,203.37,-166.64
6,5,-101.61,-209.61
6,6,37.586,31.088
7,0,-274.86,0
7,1,23.951,204.63
7,2,178.19,31.015
7,3,-72.148,16.478
7,4,-258.49,29.773
7,5,4.6328,-9.7611
7,6,-56.232,-109.88
7,7,-19.115,-101.09
8,0,16.778,0
8,1,-16.266,-84.686
8,2,113.91,9.6704
8,3,30.264,47.936
8,4,-31.71,83.465
8,5,-60.374,-2.7691
8,6,89.423,91.426
8,7,186.1,56.147
8,8,-86.392,-139.06
9,0,-168.45,0
9,1,58.63,78.705
9,2,45.779,43.355
9,3,-12.133,-2.594
9,4,13.383,59.345
9,5,56.829,80.06
9,6,-16.666,212.45
9,7,-5.5621,-101.92
9,8,109.46,111.6
9,9,-18.838,-98.494
10,0,-51.583,0
10,1,48.789,-63.008
10,2,-174.14,-95.282
10,3,-98.062,-86.379
10,4,-88.82,20.258
10,5,30.6,34.636
10,6,84.534,-70.833
10,7,-12.886,60.904
10,8,85.946,-87.405
10,9,151.5,0.58454
10,10,87.67,-56.493
11,0,-60.472,0
11,1,152.49,-35.366
11,2,-6.872,-51.695
11,3,1.4168,-24.836
11,4,58.954,-73.276
11,5,69.777,28.334
11,6,11.588,2.409
11,7,-17.208,-82.533
11,8,62.986,70.562
11,9,-37.584,73.566
11,10,58.869,52.957
11,11,-46.433,-29.161
12,0,-49.039,0
12,1,5.5741,-41.82
12,2,-30.592,19.451
12,3,-19.814,-81.211
12,4,-51.438,20.535
12,5,-22.678,-49.988
12,6,66.216,-8.4335
12,7,-15.132,-41.915
12,8,-75.666,36.544
12,9,64.754,25.386
12,10,-12.938,-19.779
12,11,5.2841,77.058
12,12,-122.72,-74.756
13,0,102.47,0
13,1,42.896,12.217
13,2,10.893,-101.76
13,3,-87.624,50.363
13,4,-5.1538,-16.892
13,5,-9.8157,33.46
13,6,-21.407,-14.568
13,7,-0.72303,-78.39
13,8,-17.511,3.4891
13,9,7.1509,102.72
13,10,29.096,-99.217
13,11,-63.599,-78.064
13,12,-54.805,42.767
13,13,-80.902,-8.4257
14,0,-152.81,0
14,1,-3.2175,70.693
14,2,-72.007,-53.696
14,3,-18.656,-36.807
14,4,21.099,-53.742
14,5,-42.65,-14.533
14,6,-34.37,53.846
14,7,14.245,-31.171
14,8,1.374,18.142
14,9,45.912,3.3029
14,10,77.306,-0.39165
14,11,20.15,-100.87
14,12,29.257,-86.311
14,13,60.185,-19.83
14,14,-62.536,-24.201
15,0,72.04,0
15,1,16.883,-55.938
15,2,-12.857,-14.448
15,3,28.696,88.186
15,4,-70.378,-39.508
15,5,-4.9823,-22.904
15,6,28.822,-41.682
15,7,50.379,55.838
15,8,-28.348,53.821
15,9,2.639,42.503
15,10,-36.502,12.719
15,11,27.088,56.025
15,12,-57.212,77.374
15,13,-37.6,-30.178
15,14,83.199,-39.472
15,15,0.83194,-8.4255
16,0,-77.673,0
16,1,-9.0556,50.074
16,2,0.26623,7.8966
16,3,-91.808,-66.097
16,4,-24.904,55.211
16,5,-32.642,-2.6127
16,6,-42.839,-0.90659
16,7,-3.6028,-30.39
16,8,-65.859,-4.6069
16,9,-32.722,-92.557
16,10,74.146,-3.1744
16,11,20.822,20.444
16,12,51.616,-1.5907
16,13,31.534,42.14
16,14,-4.6815,-67.228
16,15,2.0346,20.932
16,16,-33.037,-16.427
17,0,-9.1274,0
17,1,-54.565,-77.81
17,2,-37.317,-52.184
17,3,50.891,41.65
17,4,-30.921,-1.0767
17,5,-66.376,5.8578
17,6,-56.456,23.694
17,7,-6.9266,-32.252
17,8,35.191,23.086
17,9,3.587,-57.43
17,10,-48.364,-10.108
17,11,-2.0322,60.971
17,12,45.106,92.144
17,13,73.44,18.546
17,14,5.4482,71.999
17,15,54.181,41.714
17,16,-87.978,35.776
17,17,-32.7,-57.193
18,0,11.86,0
18,1,37.463,-45.094
18,2,33.84,50.529
18,3,-43.434,-10.205
18,4,-17.897,-1.8907
18,5,-32.635,26.144
18,6,-23.4,-21.943
18,7,-46.985,53.437
18,8,30.192,8.4859
18,9,-19.691,23.228
18,10,-2.1319,36.912
18,11,-17.589,-5.0519
18,12,6.6657,-61.911
18,13,14.759,-57.814
18,14,3.2292,-73.888
18,15,-68.232,-65.625
18,16,21.906,68.034
18,17,-8.9834,-9.6387
18,18,30.191,-1.2465
19,0,-56.772,0
19,1,0.17381,-2.1425
19,2,1.9618,7.3735
19,3,1.1015,4.0774
19,4,24.763,-34.096
19,5,4.8285,35.968
19,6,-30.65,36.069
19,7,10.062,20.667
19,8,-2.7609,6.9521
19,9,33.679,6.1225
19,10,-35.464,33.379
19,11,-8.1936,38.922
19,12,14.815,-18.503
19,13,-4.178,-48.53
19,14,22.933,-18.037
19,15,10.985,-34.479
19,16,-27.188,-34.066
19,17,19.83,-26.078
19,18,35.125,-3.5518
19,19,-17.405,-1.0562
20,0,25.824,0
20,1,19.628,-19.127
20,2,26.428,24.001
20,3,-46.159,22.486
20,4,7.8263,-67.519
20,5,-55.135,-4.2018
20,6,37.449,9.1762
20,7,-27.31,21.898
20,8,-7.0866,15.651
20,9,43.617,-18.291
20,10,-24.299,-22.646
20,11,4.5651,-23.324
20,12,-10.452,-10.728
20,13,63.145,-4.4939
20,14,-19.928,-50.28
20,15,-22.462,-38.566
20,16,5.4392,-1.8157
20,17,-29.996,25.846
20,18,9.0574,-1.5922
20,19,-16.118,28.378
20,20,22.419,-23.811
21,0,-44.254,0
21,1,-17.404,24.487
21,2,-4.2009,-33.369
21,3,32.499,-2.1998
21,4,14.992,-0.3623
21,5,-29.382,24.118
21,6,-44.819,36.8
21,7,11.933,-10.663
21,8,-35.322,-8.6779
21,9,-2.5455,-1.8367
21,10,-7.2521,-6.4941
21,11,59.395,-51.92
21,12,20.871,1.827
21,13,-46.921,16.184
21,14,31.498,37.124
21,15,48.055,40.277
21,16,37.832,-26.9
21,17,-10.699,3.3672
21,18,35.814,-12.398
21,19,-67.91,-14.712
21,20,-55.543,20.625
21,21,-4.1694,-3.2526
22,0,-7.7478,0
22,1,-6.3914,-44.442
22,2,-38.116,-15.945
22,3,-0.80018,26.264
22,4,10.436,-29.468
22,5,-63.375,-28.245
22,6,12.829,8.1841
22,7,8.1006,50.136
22,8,-25.347,11.962
22,9,-2.3132,25.112
22,10,-13.312,25.384
22,11,-3.4574,-7.6379
22,12,0.30787,-2.1505
22,13,-3.6148,33.455
22,14,8.9601,12.665
22,15,35.569,-20.588
22,16,-10.39,-16.96
22,17,-0.32345,-15.149
22,18,-2.4773,-11.2
22,19,36.317,-30.887
22,20,-13.546,22.857
22,21,-23.101,40.139
22,22,-24.185,-0.55203
23,0,-39.471,0
23,1,-5.1913,15.885
23,2,-11.448,12.976
23,3,-2.0567,-19.408
23,4,-37.203,19.354
23,5,-8.9832,-9.7363
23,6,-46.886,20.974
23,7,-12.751,11.616
23,8,11.748,-0.43456
23,9,21.95,-16.2
23,10,11.24,-19.751
23,11,10.93,32.536
23,12,22.709,14.321
23,13,-1.052,-4.3119
23,14,31.82,-10.956
23,15,38.976,10.39
23,16,0.84112,9.8964
23,17,12.323,-25.732
23,18,13.836,-15.154
23,19,-20.591,15.651
23,20,29.793,-53.592
23,21,12.822,11.403
23,22,-43.085,-17.498
23,23,15.46,3.054
24,0,-11.269,0
24,1,-21.101,-20.409
24,2,-10.484,-24.949
24,3,-43.961,4.2841
24,4,11.686,6.558
24,5,-12.683,-29.536
24,6,7.014,-13.626
24,7,-23.202,0.26412
24,8,50.059,-11.737
24,9,4.5632,-19.028
24,10,21.218,27.495
24,11,39.031,-2.1914
24,12,3.2928,-5.4496
24,13,-3.6339,3.2317
24,14,-13.568,-27.135
24,15,32.116,-42.413
24,16,25.965,-27.982
24,17,-37.28,-16.991
24,18,14.144,12.308
24,19,-34.546,-22.995
24,20,-35.001,14.601
24,21,-12.278,45.058
24,22,44.085,1.8536
24,23,10.851,-1.2433
24,24,26.024,9.3832
25,0,-23.679,0
25,1,-3.8338,-6.0342
25,2,38.794,4.9703
25,3,-31.872,-9.7711
25,4,14,5.3415
25,5,-34.965,-12.975
25,6,13.393,6.1494
25,7,26.726,-19.901
25,8,29.405,6.9908
25,9,-57.368,39.435
25,10,12.851,-23.09
25,11,-1.7976,-22.253
25,12,-11.008,6.4961
25,13,-10.279,-44.555
25,14,-35.503,4.9573
25,15,2.645,-7.626
25,16,-7.5979,-42.808
25,17,-11.113,-7.1598
25,18,21.268,-22.095
25,19,17.04,16.618
25,20,-33.786,-30.539
25,21,17.443,6.4159
25,22,-59.128,22.14
25,23,19.33,-4.2654
25,24,-1.4343,6.1998
25,25,20.519,0.68243
26,0,33.764,0
26,1,-17.217,-49.043
26,2,-19.121,26.456
26,3,11.416,21.962
26,4,0.96026,-33.896
26,5,-4.2664,25.056
26,6,-23.037,-2.1851
26,7,-35.399,1.3854
26,8,-8.1155,23.901
26,9,-11.826,-3.3484
26,10,-40.926,-18.751
26,11,-6.8134,-17.649
26,12,-33.733,-56.557
26,13,-32.79,0.2069
26,14,12.787,8.534
26,15,-60.734,17.521
26,16,-12.065,8.3967
26,17,-29.158,-10.93
26,18,-35.43,-11.935
26,19,-7.5154,-20.425
26,20,27.416,-16.569
26,21,-13.608,-11.401
26,22,47.031,16.61
26,23,4.4584,41.083
26,24,22.98,49.088
